[0.9199794436588242, (0.09622211416442794-0.3799725358376945j), 0.9990627621083173]
[1.0, 0j, 0.9992050939746537]
[0.7994427634035012, (0.32857487493125886+0.502921285695566j), 0.9993845461518293]
[0.970941817426052, (-0.16208408922333528+0.17607025641498034j), 0.99928826606924]
[0.99675730813421, (0.08046656871672588+0j), 0.9992056861386102]
[0.9199794436588242, (0.2143854153084598-0.3281413063730616j), 0.9990932868013719]
[0.970941817426052, (-0.2104718449934512+0.11390166653059862j), 0.9992732562449992]
[0.7994427634035012, (0.14747350738252696+0.5823597107132922j), 0.9993874040694717]
[0.99675730813421, (0.07610666807276824+0.02612745215104308j), 0.9992159685582406]
[0.970941817426052, (-0.23605171055136379+0.03939006371117226j), 0.9992499836894376]
[0.9199794436588242, (0.30931673017135697-0.24075087472592946j), 0.9991430231105906]
[0.7994427634035012, (-0.04960890297833917+0.598690424833285j), 0.9993906324929458]
[0.99675730813421, (0.06349942902649697+0.04942358945232976j), 0.9992248426983718]
[0.970941817426052, (-0.2360517105513638-0.0393900637111722j), 0.9992194016100691]
[0.9199794436588242, (0.37072877777660496-0.12727135016752572j), 0.9992003111076864]
[0.7994427634035012, (-0.24131541894006117+0.5501437417835054j), 0.9993954344168923]
[0.99675730813421, (0.04401104155004493+0.06736391395045115j), 0.9992316026985135]
[0.970941817426052, (-0.21047184499345123-0.11390166653059858j), 0.9991847861382811]
[0.9199794436588242, (0.39196660986007503-9.600413082755605e-17j), 0.999253526131286]
[0.7994427634035012, (-0.4068716648651044+0.4419804479517977j), 0.999395894984236]
[0.99675730813421, (0.019753374819974048+0.07800431311321947j), 0.9992358227710604]
[0.970941817426052, (-0.16208408922333542-0.1760702564149802j), 0.999151396954728]
[0.8854560256532099, (0.4647231720437685+0j), 0.9992697816918515]
[0.7994427634035012, (-0.5283370526376551+0.28592171455125487j), 0.9993820424597886]
[0.970941817426052, (-0.09613200739209808-0.21915890200528165j), 0.9991252899697891]
[0.99675730813421, (-0.00664487657703167+0.08019173458854462j), 0.9992372733727362]
[0.8854560256532099, (0.4395431887368066+0.1508953672897284j), 0.9993156769999174]
[0.7994427634035012, (-0.5925489227628754+0.09887892684657058j), 0.9993450741648586]
[0.970941817426052, (-0.019762530918143034-0.23849827996257014j), 0.9991116543446334]
[0.99675730813421, (-0.03232305249103253+0.07368913731823383j), 0.9992358503326806]
